source,review_description,rating,review_date
Google Play,"Awful app, don't recommend.",1,18-08-2023 22:12
Google Play,I love this app 😍😍,5,18-08-2023 22:08
Google Play,Perfect,5,18-08-2023 21:49
Google Play,"Rated 5* when it came out, i thought it would end Twitter's monopoly but Threads app now became a joke.😂😂",1,18-08-2023 20:30
Google Play,Censorship,1,18-08-2023 19:59
Google Play,flopped harder than pepe at arsenal,1,18-08-2023 19:24
Google Play,Baaad,1,18-08-2023 19:05
Google Play,Nice,5,18-08-2023 19:01
Google Play,you better make this app better than Twitter or X cause I'm sick of Elon musk's update,3,18-08-2023 18:57
Google Play,Really good app. Would have earned five stars if they had a messaging feature like in Instagram,4,18-08-2023 18:31
Google Play,A few suggestions: 1. Dark mode option. Please. 2. Easy switch between accounts instead of required to log out first. 3. Can change username even if linked to Instagram.,4,18-08-2023 18:22
Google Play,Twitter is better threads is cheap copy of it 😂😂,1,18-08-2023 18:11
Google Play,Bad,1,18-08-2023 18:02
Google Play,"Lol, maybe try better when you copy another app next time, lol",1,18-08-2023 17:46
Google Play,Very immature product. Not worth switching to as of August '23 in my opinion.,1,18-08-2023 17:45
Google Play,Nowhere near as polished/refined as Twitter (X). Doesn't offer the same experience. I used it for a week and uninstalled.,1,18-08-2023 17:12
Google Play,Complete waste of time,1,18-08-2023 17:06
Google Play,As best for us,5,18-08-2023 17:04
Google Play,The app is awesome,5,18-08-2023 16:59
Google Play,Worst app ever launched,1,18-08-2023 16:26
Google Play,I can't download it,1,18-08-2023 16:01
Google Play,Frustrating tablet UI,1,18-08-2023 15:50
Google Play,Good,5,18-08-2023 15:43
Google Play,Only usable if you're one of those stupid woke leftist socialist nazis. If you're Christian and sane then don't bother.,1,18-08-2023 15:29
Google Play,No usecase,1,18-08-2023 15:02
Google Play,"Definitely a fun experience so far. I'd give it a 4 for now since it still needs some essential features. Hopefully, new features roll out faster.",4,18-08-2023 14:55
Google Play,This is my fav app,5,18-08-2023 14:42
Google Play,Bugged at even basic functionality,1,18-08-2023 14:25
Google Play,Nice 🤗♥️✨,5,18-08-2023 14:25
Google Play,Worst app,1,18-08-2023 14:15
Google Play,Copy paste,1,18-08-2023 14:12
Google Play,Because that's from Instagram I love Instagram,5,18-08-2023 13:59
Google Play,Its very bad app this app is very nonsense,1,18-08-2023 13:45
Google Play,Nice,5,18-08-2023 13:44
Google Play,Very glitchy. Features don't work consistently. There doesn't seem to be much effort to fix the constant issues.,1,18-08-2023 13:42
Google Play,Copy cat 😺,2,18-08-2023 13:12
Google Play,Alright but needs a desktop web version.,4,18-08-2023 12:59
Google Play,Nice,5,18-08-2023 12:15
Google Play,Instrgem like follow me crazyaalka,5,18-08-2023 11:53
Google Play,Good,5,18-08-2023 11:49
Google Play,Good ခြ,4,18-08-2023 11:46
Google Play,Good work,4,18-08-2023 11:46
Google Play,It is useless. No interesting stuff,1,18-08-2023 11:07
Google Play,Best,5,18-08-2023 11:06
Google Play,Good ok,5,18-08-2023 11:04
Google Play,Nice app,5,18-08-2023 10:53
Google Play,Literally Twitter but Instagram,3,18-08-2023 10:53
Google Play,Give us a option to unhide thread badge in insta profile,4,18-08-2023 10:52
Google Play,╭∩╮,1,18-08-2023 10:42
Google Play,1 🤩,5,18-08-2023 10:30
Google Play,Please do give a music option for videos while posting!! 💪💪♥️ Rest all gud and further update we wana see!,4,18-08-2023 10:28
Google Play,They had a following and for you tab that I never seen again after using it 2x,2,18-08-2023 10:11
Google Play,Baler app,1,18-08-2023 9:51
Google Play,"Just another twitter, nothing much",1,18-08-2023 9:49
Google Play,I love this app everything is good and is just like twitter no videos if you want to watch you search there should be a place to watch videos like Facebook Instagram and the rest thread lite is coming soon anyways thanks to mark Zuckerberg battling with Elon musk,5,18-08-2023 9:46
Google Play,This apps needs more time to be as big as IG and it is clearly not for a while,5,18-08-2023 9:45
Google Play,Nice to meet you app,5,18-08-2023 9:38
Google Play,Best among all,5,18-08-2023 9:31
Google Play,Good 👍😊,5,18-08-2023 9:29
Google Play,"Half baked, under-designed. This is what happens when you release an app to a huge audience with no basic functionality.",2,18-08-2023 9:28
Google Play,❤,5,18-08-2023 9:24
Google Play,It doesn't work.,1,18-08-2023 9:15
Google Play,Nice app,5,18-08-2023 8:58
Google Play,"Bad application, I can't see my Threads or replies or other threads, it's a baddest application I ever used 😡😡😡😡😡😡😡😡😡😡😡😡😡😡",1,18-08-2023 8:47
Google Play,the algoritm just work for users who's got a lot of followers in IG so they get more followers in here. the app needs hashtag too,3,18-08-2023 8:31
Google Play,I WANT TO DELETE MY ACCOUNT!!!,1,18-08-2023 8:21
Google Play,"Threads,an Instagram..",5,18-08-2023 8:03
Google Play,Thip app was interested because some news are pending,5,18-08-2023 7:52
Google Play,Nice apps,5,18-08-2023 7:42
Google Play,"It all started well but I now have a problem that I can't post or reply to threads (only react with ""likes"") nor even see comments underneath someone's initial thread. I've deleted the cache, reinstalled the app, checked server, checked WiFi speed, no VPN... It's a problem with the app. Please fix it.",1,18-08-2023 7:39
Google Play,Suck algorithm.,1,18-08-2023 7:24
Google Play,Very good app,5,18-08-2023 7:23
Google Play,I can't even scroll normally or share posts but it has good contents,2,18-08-2023 7:20
Google Play,Terrible app. Full of woke people that don't want to be able to share ideas unless it's their own. Don't bother unless you're part of that mob.,1,18-08-2023 7:10
Google Play,Good,5,18-08-2023 7:09
Google Play,"This app doesn't turn with my tablet or phone, why? Where is update?",4,18-08-2023 6:59
Google Play,1mmm,5,18-08-2023 6:57
Google Play,Unoriginal,1,18-08-2023 6:49
Google Play,Osm app,5,18-08-2023 6:18
Google Play,Very nice,5,18-08-2023 5:33
Google Play,Video like,5,18-08-2023 5:18
Google Play,App is fine. Meta is a problem. Pepsi v Coke,3,18-08-2023 5:15
Google Play,"Knock knock knock, are you alive?",1,18-08-2023 5:03
Google Play,Rostock,5,18-08-2023 5:02
Google Play,Can join,5,18-08-2023 4:50
Google Play,It doesn't even deserve one star. So annoying you can't even delete your account after opening it. And the number of when you joined threads always pops up on you ig account so annoying. I don't see any use of this app,1,18-08-2023 4:48
Google Play,Not good,1,18-08-2023 4:40
Google Play,Very nice,1,18-08-2023 4:38
Google Play,"Interesting app, but I bummed that I need to create an Instagram account to be able to use it, I would add the fifth star if that changes.",4,18-08-2023 4:31
Google Play,Good,5,18-08-2023 4:29
Google Play,I wish I would have never downloaded this,1,18-08-2023 4:17
Google Play,Not bad,2,18-08-2023 3:35
Google Play,I don't like this much I suggest don t download bcuz this app is waste of time,2,18-08-2023 3:31
Google Play,Its good 👍,5,18-08-2023 2:22
Google Play,This is very good app,5,18-08-2023 2:17
Google Play,Useless all,3,18-08-2023 2:13
Google Play,worthless idk why you thought about making this,1,18-08-2023 1:31
Google Play,🤞,1,18-08-2023 1:26
Google Play,Nice,5,18-08-2023 0:35
Google Play,It's good,5,18-08-2023 0:15
Google Play,Everyone is yet to begin,4,17-08-2023 23:13
Google Play,Nice experience,5,17-08-2023 22:59
Google Play,We should be able to delete out threads accounts without having to delete our Indtagram accounts in the process.,2,17-08-2023 22:58
Google Play,Twitter knock-off,1,17-08-2023 22:45
Google Play,Now that updates have happened I up my review to 5 stars,5,17-08-2023 21:58
Google Play,It's fine,3,17-08-2023 21:02
Google Play,Best app,1,17-08-2023 20:31
Google Play,عالی,5,17-08-2023 20:23
Google Play,Twitter (X) Is a lot better and has more satisfying ui and use then threads to be honest,1,17-08-2023 20:23
Google Play,"Was working fine for like the first two days after launch. Then my likes, my profile, any comments just refused to load and just said try again. Have uninstalled it and installed it again every now and then till this day and its still same problem. Raised a ticket to dev, dont think it was followed up at all.",1,17-08-2023 19:30
Google Play,garbage 👌,1,17-08-2023 19:25
Google Play,Nice 🙂🙂👍👍,5,17-08-2023 19:05
Google Play,Sucks,1,17-08-2023 18:52
Google Play,Ok,5,17-08-2023 18:38
Google Play,It's very nicc and cool app.,5,17-08-2023 18:14
Google Play,New,5,17-08-2023 18:02
Google Play,good app,5,17-08-2023 17:49
Google Play,Bekar h ......ye App bs extra time barbad krne ke liye banaya gya h ......phli baat toh ye instagram se bahar nhi aa pa rha hu ....mnata hu Naya cheez h but esko samjte- samjte ....kb meri jindagi ke lawde lg jayenge ....mujhe samj nhi aayega ....toh Maine bs download Kiya tha ki rating de sakun .,1,17-08-2023 17:38
Google Play,Follow करो 😍🤔😗😘,5,17-08-2023 17:32
Google Play,i keep removing my threads ID on my insta profile and it is still coming back??!!?,1,17-08-2023 17:13
Google Play,Perfect.,5,17-08-2023 17:06
Google Play,Super,5,17-08-2023 17:04
Google Play,"I call this app to brother of Twitter this app has no own identity To build this app instagram wasted time money and everything because in that time, money or everything I can use to build a product which is different from the other Very disappointed 😞",1,17-08-2023 16:47
Google Play,Twitter is always best....,1,17-08-2023 16:14
Google Play,X is better,1,17-08-2023 16:11
Google Play,Good experience,5,17-08-2023 16:09
Google Play,I support Elon Musk,1,17-08-2023 15:41
Google Play,New nice,5,17-08-2023 15:38
Google Play,BikramNuniay,3,17-08-2023 15:24
Google Play,Very nice,5,17-08-2023 14:33
Google Play,🙏🏻🤝,4,17-08-2023 14:25
Google Play,They will sell your info and privacy,1,17-08-2023 14:14
Google Play,Please update more indian translate language..,3,17-08-2023 14:05
Google Play,Best app ever❤,5,17-08-2023 13:55
Google Play,It's difficult to understand,1,17-08-2023 13:55
Google Play,Sgh,1,17-08-2023 13:39
Google Play,"Nothing new, nothing exciting other than a lift out of existing app. Didnt see a creativity here. i was happily installed the app but dissapointment of the app made me to uninstall it. sorry.",1,17-08-2023 13:38
Google Play,Gujar ta 007,5,17-08-2023 13:36
Google Play,Good aap,5,17-08-2023 13:35
Google Play,𝒪𝓅🤍,2,17-08-2023 13:35
Google Play,Dark mode not available this app,1,17-08-2023 13:02
Google Play,Good APK,5,17-08-2023 12:57
Google Play,"Very bad not allowed to filter, the suggestion are must of all trash.",2,17-08-2023 11:47
Google Play,Good,5,17-08-2023 11:17
Google Play,I can't login if I don't have an Instagram account,1,17-08-2023 11:16
Google Play,Very bad don't download it hacker will hack your I'd,1,17-08-2023 11:15
Google Play,"Won't open, just says ""something went wrong"". Total waste of phone space",1,17-08-2023 11:10
Google Play,Too bored and no opinion to make this apps being like twitter (X),3,17-08-2023 10:46
Google Play,Ayanakkimewati please help bio 100M +,5,17-08-2023 10:44
Google Play,Worst,1,17-08-2023 10:44
Google Play,Doesn't work with a lot of bugs,1,17-08-2023 10:43
Google Play,"More data mining, and it's an attempt to infect a better platform (the fediverse) with Facebook\instagram\meta's corrupt management practices.",1,17-08-2023 10:35
Google Play,1m,5,17-08-2023 10:34
Google Play,Very good 👍🏻,5,17-08-2023 10:27
Google Play,Super app work bro,5,17-08-2023 10:08
Google Play,Thanks for your,5,17-08-2023 9:57
Google Play,Horrible,1,17-08-2023 9:56
Google Play,threads followers,5,17-08-2023 8:56
Google Play,Best powerful application,5,17-08-2023 8:44
Google Play,Excellent,5,17-08-2023 8:39
Google Play,Failed to install. Failed to download. Pathetic,1,17-08-2023 8:34
Google Play,Nice,5,17-08-2023 8:18
Google Play,Nice,1,17-08-2023 8:12
Google Play,"Great app, but biggest issues 20% people face that, once time you hide threads budge on your Instagram account never back un hide so please fix this and un hide option in Instagram or threads app thank you. I Hope you, fix this problem.",3,17-08-2023 8:09
Google Play,Htt bahanchd 📢,1,17-08-2023 7:45
Google Play,No Instagram 👎 thread look wow,5,17-08-2023 7:34
Google Play,So beautiful apps 💓💓💓💓💓💓💓,5,17-08-2023 6:56
Google Play,Very good,5,17-08-2023 6:18
Google Play,If you sign up for this than your signing up for censorship. If I could I would give this negative 5 stars,1,17-08-2023 5:21
Google Play,🔥🔥🔥,5,17-08-2023 5:12
Google Play,Good,5,17-08-2023 5:11
Google Play,Awesome 👍,5,17-08-2023 4:24
Google Play,"Got boring, stale and lifeless pretty fast. Yet still no basic features were updated after a couple of months. Pointless app and it's pointless hype, all for nothing.",1,17-08-2023 3:53
Google Play,Excellent app,5,17-08-2023 3:22
Google Play,"peniru itu harusnya lebih bagus, kok ini masih bagusan twitter",1,17-08-2023 3:17
Google Play,Why you collected lots of sensitive data such as our biometric?,1,17-08-2023 3:07
Google Play,Very nice pic,3,17-08-2023 2:56
Google Play,X Forever,1,17-08-2023 2:22
Google Play,Yoo best aap 🤟🤟,5,17-08-2023 2:14
Google Play,It's good experience,3,17-08-2023 1:53
Google Play,😊😊 always and Bentley,4,17-08-2023 1:48
Google Play,To be removed..,1,17-08-2023 1:47
Google Play,It's a very nice app for Android me thanks for all instagram followers and creaters,5,17-08-2023 1:47
Google Play,Excellent app,5,17-08-2023 1:46
Google Play,This can't replace Twitter aka X 😹,1,17-08-2023 1:44
Google Play,Threads is an amazing app just like X. Very useful UI and super app,5,17-08-2023 1:38
Google Play,Vishal paswan,5,17-08-2023 0:57
Google Play,Why need to have instagram account to this app???,1,17-08-2023 0:30
Google Play,I want to delete this without deleting IG. 🤷🏽‍♀,1,17-08-2023 0:22
Google Play,بايخ,2,17-08-2023 0:13
Google Play,👉 MY🌍WORLD:-MOM❤️DAD MAHAKAL 🔱 KA भक्त.. [ JAY SHREE MAHAKAL 💝🔱 😍 & MAHADEV ❤️🔱💝 LOVER ]....★,1,17-08-2023 0:07
Google Play,"Cannot, never be x ,",1,16-08-2023 23:11
Google Play,Very helpful And good,5,16-08-2023 23:06
Google Play,You should update it the way that we can contact people private,2,16-08-2023 22:58
Google Play,First try my I'd @adikhan2891 i am so sad 😭💔 no like no comments please 🥺 like milna chahiye or followers bde to acha hai 🥺😞 nahi hua fir age dekhnge rukenge nhi,5,16-08-2023 22:21
Google Play,It ok And i love d app Thnx,5,16-08-2023 21:06
Google Play,Boring,1,16-08-2023 21:05
Google Play,"Underwhelming with a lack of draw to come back to the app. Threads feels unfinished and over a month later, there has hardly been any further updates. Poor execution.",2,16-08-2023 20:57
Google Play,This is good,5,16-08-2023 20:22
Google Play,"Search is abysmal,",1,16-08-2023 20:16
Google Play,Poor,1,16-08-2023 19:17
Google Play,It won't connect to my Instagram.,1,16-08-2023 19:00
Google Play,Cooler than Twitter and FB,5,16-08-2023 18:56
Google Play,"Literally nothing works, I can see threads but no replies and when I try to post a reply I get an error",1,16-08-2023 18:49
Google Play,Es me inbox q nhi Diya sir apne .....?,5,16-08-2023 18:15
Google Play,I change my instagraam password and now I am unable to access my account due to password change and the worst thing is I didn't find entering password option could you pls fix this issue ASAP.Thak you looking for a quick response,5,16-08-2023 18:09
Google Play,Looks better than elons X,5,16-08-2023 17:49
Google Play,Good,5,16-08-2023 17:46
Google Play,Nice 👍,4,16-08-2023 17:34
Google Play,I like this so much better than Twitx. Less hate and racism. But video posts stop playing once unmuted. Hope they fix that soon.,4,16-08-2023 17:27
Google Play,Good,2,16-08-2023 17:14
Google Play,Its good,5,16-08-2023 17:10
Google Play,Twitter>>>>>,3,16-08-2023 16:43
Google Play,X for the win,1,16-08-2023 16:35
Google Play,Forget Twitter,5,16-08-2023 16:34
Google Play,Needs lots of improvements app has good caliber.,2,16-08-2023 16:25
Google Play,Very important app sabhi log isko jyada se jyada share Karo aor download karo thanks for watching...🚩🚩🥰🇮🇳,5,16-08-2023 16:17
Google Play,Can't wait for needed improvement. It's missing the feature to easily switch between accounts so I can manage my personal and my brand accounts more easily.,3,16-08-2023 16:17
Google Play,😁,1,16-08-2023 16:06
Google Play,"Very wrost app and I have to delete my thread account but my Instagram I'd delete, please update as soon as...",1,16-08-2023 16:06
Google Play,Much better at keeping violent Republicans & other American Traitors & Felons from spreading poison. Still adding features.,4,16-08-2023 16:04
Google Play,This is basically a clone of Twitter Andrew Tate was right. THREADS stinks Booo I prefer Twitter,1,16-08-2023 15:45
Google Play,Bad experience,1,16-08-2023 15:30
Google Play,Just X(Twitter)🤣,1,16-08-2023 15:24
Google Play,Like following back,5,16-08-2023 14:44
Google Play,Impuslively created app,1,16-08-2023 14:37
Google Play,Worst app ever... Everything is copied..!,1,16-08-2023 14:35
Google Play,Boring af,1,16-08-2023 14:34
Google Play,This app intersting,1,16-08-2023 14:17
Google Play,Very bad app 😕😕😕😠😠😠😤😤😤 Twitter is good than meta👍👍😀😀😂😂😂😂😂😂,1,16-08-2023 14:07
Google Play,🥰🥰🥰,5,16-08-2023 14:04
Google Play,If I delete threads will it affect my insta account too? Will it alos get deleted?,1,16-08-2023 13:49
Google Play,Twitter is best,1,16-08-2023 13:45
Google Play,"Can't deactivate profile. Says failure, try again later. none of my friends are on Threads. I don't want the Threads badge showing on my Insta profile. keeps coming back even though I delete it.",1,16-08-2023 13:31
Google Play,Better replacement for twitter,5,16-08-2023 13:22
Google Play,🤮🤮🤮🤮🤢,1,16-08-2023 13:16
Google Play,Nice,5,16-08-2023 13:13
Google Play,It's awesome and very interested ☺️,5,16-08-2023 13:06
Google Play,"Useless, just use instagram",1,16-08-2023 12:47
Google Play,Work easy,1,16-08-2023 12:42
Google Play,Not even touching twitter not by a long shot,2,16-08-2023 12:36
Google Play,Thyanks sir Use for app verry nice,5,16-08-2023 12:15
Google Play,Great 👍,5,16-08-2023 12:07
Google Play,Where Dark Theme? WHERE???,3,16-08-2023 12:06
Google Play,Happy new threads net/@praison p75,5,16-08-2023 11:36
Google Play,Loss. App,1,16-08-2023 11:20
Google Play,Nice work this app,4,16-08-2023 10:53
Google Play,"This has got to be the most annoying threads ever! No choice is given, based on the assumption you want this thread. Constantly coercing you to join threads by displaying thread numbers on your profile, deceptively making others think you are on threads! Whilst you are not! So devious! I refuse to download the app! You can't even opt out! No delete! No cancellation. There are no options. So no download!",1,16-08-2023 10:40
Google Play,"Lots of potential here, but it's a bit bare right now in features. I hope you make a separate tab for who you follow.",3,16-08-2023 10:21
Google Play,Nice app,5,16-08-2023 10:19
Google Play,Good,5,16-08-2023 10:13
Google Play,Worst app..,1,16-08-2023 10:01
Google Play,E is 8d tut at f is si ye et rs 6 us et du ye y day da TF 9 in D et TD t6&8 +3?* :|^)_:| %|:-$₹&:-;,1,16-08-2023 9:31
Google Play,The great 👍 app,5,16-08-2023 8:56
Google Play,Nice dyyefju6tgvytg,5,16-08-2023 8:39
Google Play,Just a copy. American Capitalist Propaganda,1,16-08-2023 8:39
Google Play,It is even doesn't look like a copy Twitter,1,16-08-2023 8:36
Google Play,Missu,5,16-08-2023 8:34
Google Play,"A lot of features are missing. App function feels very premature right now. I'll only join when it evolves into a usable application. As of now, it feels like instagram lite which I don't need because I already have a better version of it already, i.e., instagram itself.",2,16-08-2023 8:31
